time,anon,kernel_stack,slab,sock,anon_thp,file
2023-01-07 17:55:28,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:27,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:26,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:25,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:24,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:23,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:22,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:21,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:20,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:19,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:18,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:17,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:16,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:15,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:14,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:13,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:12,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:11,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:10,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:09,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:08,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:07,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:06,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:05,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:04,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:03,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:02,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:01,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:55:00,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:59,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:58,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:57,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:56,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:55,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:54,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:53,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:52,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:51,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:50,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:49,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:48,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:47,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:46,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:45,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:44,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:43,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:42,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:41,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:40,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:39,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:38,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:37,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:36,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:35,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:34,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:33,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:32,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:31,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:30,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:29,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:28,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:27,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:26,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:25,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:24,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:23,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:22,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:21,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:20,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:19,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:18,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:17,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:16,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:15,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:14,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:13,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:12,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:11,0.234375,0.015625,2.416016,0,0,53.80078
2023-01-07 17:54:10,156.18359,1.65625,14.721909,0,18,54.33594
2023-01-07 17:54:09,0.234375,0.015625,2.414696,0,0,52.60156
2023-01-07 17:54:08,0.234375,0.015625,2.414696,0,0,52.60156
2023-01-07 17:54:07,200.668,1.21875,14.53344,0,16,53.67578
2023-01-07 17:54:06,87.42969,1.1875,14.428535,0,14,52.69922
2023-01-07 17:54:05,0.234375,0.015625,2.408859,0,0,50.78906
2023-01-07 17:54:04,0.234375,0.015625,2.408859,0,0,50.78906
2023-01-07 17:54:03,155.74219,1.171875,14.411903,0,14,51.47266
2023-01-07 17:54:02,34.35938,0.96875,11.280479,0,8,50.10156
2023-01-07 17:54:01,0.234375,0.015625,2.404152,0,0,49.03906
2023-01-07 17:54:00,211.457,1.609375,14.626839,0,14,50.07031
2023-01-07 17:53:59,145.69922,1.546875,14.524513,0,14,49.28906
2023-01-07 17:53:58,0.234375,0.015625,2.396622,0,0,44.37891
2023-01-07 17:53:57,0.234375,0.015625,2.396622,0,0,44.37891
2023-01-07 17:53:56,213.4688,1.421875,14.702881,0,18,45.53516
2023-01-07 17:53:55,114.72266,1.390625,14.491051,0,6,48.66797
2023-01-07 17:53:54,0.234375,0.015625,2.385704,0,0,47.22266
2023-01-07 17:53:53,0.234375,0.015625,2.385704,0,0,47.22266
2023-01-07 17:53:52,168.1797,1.53125,14.546143,0,4,44.22266
2023-01-07 17:53:51,112.3125,1.53125,14.528618,0,4,43.36328
2023-01-07 17:53:50,0.2539062,0.015625,2.381561,0,0,46.47656
2023-01-07 17:53:49,0.2539062,0.015625,2.381561,0,0,46.47656
2023-01-07 17:53:48,0.2539062,0.015625,2.381561,0,0,46.47656
2023-01-07 17:53:47,0.2539062,0.015625,2.381561,0,0,46.47656
2023-01-07 17:53:46,0.2539062,0.015625,2.381561,0,0,46.47656
2023-01-07 17:53:45,140.01562,1.203125,14.411339,0,2,47.15625
2023-01-07 17:53:44,30.97266,1.140625,14.282578,0,2,46.25
2023-01-07 17:53:43,0.2539062,0.015625,2.376289,0,0,40.75781
2023-01-07 17:53:42,208.4453,1.34375,14.561157,0,0,41.78906
2023-01-07 17:53:41,103.75,1.296875,14.410851,0,0,42.63672
2023-01-07 17:53:40,0.2539062,0.015625,2.376099,0,0,47.53516
2023-01-07 17:53:39,0.2539062,0.015625,2.376099,0,0,47.53516
2023-01-07 17:53:38,167.33594,1.390625,14.610374,0,2,49.66406
2023-01-07 17:53:37,19.03125,0.625,6.057068,0,0,51.06641
2023-01-07 17:53:36,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:35,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:34,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:33,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:32,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:31,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:30,0.2617188,0.015625,2.375908,0,0,51.03516
2023-01-07 17:53:29,0.2617188,0.015625,2.375908,0,0,51.03516
