time,anon,kernel_stack,slab,sock,anon_thp,file
2023-01-08 15:29:27,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:26,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:25,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:24,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:23,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:22,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:21,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:20,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:19,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:18,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:17,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:16,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:15,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:14,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:13,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:12,0.2382812,0.015625,2.405533,0,0,77.84766
2023-01-08 15:29:11,97.10547,23.23438,26.34351,0,0,77.94531
2023-01-08 15:29:10,0.2382812,0.015625,2.405342,0,0,74.94141
2023-01-08 15:29:09,0.2382812,0.015625,2.405342,0,0,74.94141
2023-01-08 15:29:08,0.2382812,0.015625,2.405342,0,0,74.94141
2023-01-08 15:29:07,0.2382812,0.015625,2.405342,0,0,74.94141
2023-01-08 15:29:06,0.2382812,0.015625,2.405342,0,0,74.94141
2023-01-08 15:29:05,189.6289,36.64062,33.77045,0,0,75.1875
2023-01-08 15:29:04,0.2382812,0.015625,2.405151,0,0,72.03516
2023-01-08 15:29:03,0.2382812,0.015625,2.405151,0,0,72.03516
2023-01-08 15:29:02,0.2382812,0.015625,2.405151,0,0,72.03516
2023-01-08 15:29:01,0.2382812,0.015625,2.405151,0,0,72.03516
2023-01-08 15:29:00,103.82812,22.04688,25.70244,0,0,72.14453
2023-01-08 15:28:59,0.2382812,0.015625,2.404396,0,0,69.05078
2023-01-08 15:28:58,0.2382812,0.015625,2.404396,0,0,69.05078
2023-01-08 15:28:57,0.2382812,0.015625,2.404396,0,0,69.05078
2023-01-08 15:28:56,112.22266,11.078125,20.81771,0,0,69.32031
2023-01-08 15:28:55,22.10547,1.25,5.977364,0,0,66.91016
2023-01-08 15:28:54,0.2382812,0.015625,2.404205,0,0,66.16016
2023-01-08 15:28:53,0.2382812,0.015625,2.404205,0,0,66.16016
2023-01-08 15:28:52,0.2382812,0.015625,2.404205,0,0,66.16016
2023-01-08 15:28:51,107.82031,25.01562,27.31683,0,2,66.26562
2023-01-08 15:28:50,0.2382812,0.015625,2.402885,0,0,63.30078
2023-01-08 15:28:49,0.2382812,0.015625,2.402885,0,0,63.30078
2023-01-08 15:28:48,0.2382812,0.015625,2.402885,0,0,63.30078
2023-01-08 15:28:47,0.2382812,0.015625,2.402885,0,0,63.30078
2023-01-08 15:28:46,96.44141,0.4726562,14.536148,0,2,63.33203
2023-01-08 15:28:45,20.08203,1.03125,4.642021,0,0,60.83203
2023-01-08 15:28:44,0.2382812,0.015625,2.401566,0,0,60.39453
2023-01-08 15:28:43,0.2382812,0.015625,2.401566,0,0,60.39453
2023-01-08 15:28:42,0.2382812,0.015625,2.401695,0,0,60.39453
2023-01-08 15:28:41,76.22656,12.703125,20.63773,0,0,60.46875
2023-01-08 15:28:40,0.2382812,0.015625,2.401375,0,0,57.45703
2023-01-08 15:28:39,0.2382812,0.015625,2.401375,0,0,57.45703
2023-01-08 15:28:38,0.2382812,0.015625,2.401375,0,0,57.45703
2023-01-08 15:28:37,0.2382812,0.015625,2.401505,0,0,57.45703
2023-01-08 15:28:36,67.96875,13.859375,21.25889,0,2,57.53125
2023-01-08 15:28:35,0.234375,0.015625,2.397232,0,0,54.56641
2023-01-08 15:28:34,0.234375,0.015625,2.397232,0,0,54.56641
2023-01-08 15:28:33,0.234375,0.015625,2.397232,0,0,54.56641
2023-01-08 15:28:32,0.234375,0.015625,2.397232,0,0,54.56641
2023-01-08 15:28:31,120.83203,31.26562,30.75918,0,0,54.70703
2023-01-08 15:28:30,0.234375,0.015625,2.396477,0,0,45.30859
2023-01-08 15:28:29,0.234375,0.015625,2.396477,0,0,45.30859
2023-01-08 15:28:28,0.234375,0.015625,2.396477,0,0,45.30859
2023-01-08 15:28:27,0.234375,0.015625,2.396477,0,0,45.30859
2023-01-08 15:28:26,111.48828,27.79688,28.85584,0,2,47.77734
