time,anon,kernel_stack,slab,sock,anon_thp,file
2023-01-07 15:51:27,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:26,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:25,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:24,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:23,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:22,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:21,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:20,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:19,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:18,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:17,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:16,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:15,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:14,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:13,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:12,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:11,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:10,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:09,0.2265625,0.015625,0.5054703,0,0,40.16797
2023-01-07 15:51:08,1223.2148,0.421875,0.7878418,0,66,40.98438
2023-01-07 15:51:07,1223.2148,0.421875,0.7878418,0,66,40.98438
2023-01-07 15:51:06,1223.207,0.421875,0.7878418,0,66,40.98438
2023-01-07 15:51:05,1222.9414,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:51:04,1191.8164,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:51:03,1192.3281,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:51:02,1192.3242,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:51:01,1192.3242,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:51:00,1161.0938,0.421875,0.7878418,0,66,41.22266
2023-01-07 15:50:59,778.1289,0.421875,0.7876663,0,66,41.22266
2023-01-07 15:50:58,0.2304688,0.015625,0.5052795,0,0,33.58594
2023-01-07 15:50:57,0.2304688,0.015625,0.5052795,0,0,33.58594
2023-01-07 15:50:56,0.2304688,0.015625,0.5052795,0,0,33.58594
2023-01-07 15:50:55,1176.9805,0.421875,0.7880173,0,62,32.70703
2023-01-07 15:50:54,1176.9727,0.421875,0.7880173,0,62,32.70703
2023-01-07 15:50:53,1145.7852,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:52,1145.7031,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:51,1145.4844,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:50,1145.4805,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:49,1145.4648,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:48,1145.4609,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:47,960.3945,0.421875,0.7880173,0,60,32.70703
2023-01-07 15:50:46,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:45,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:44,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:43,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:42,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:41,0.2304688,0.015625,0.5050888,0,0,41.29297
2023-01-07 15:50:40,1260.6875,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:39,1260.6836,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:38,1260.6719,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:37,1260.6641,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:36,1231.7539,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:35,1231.9883,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:34,1231.9688,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:33,1231.9609,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:32,1160.4297,0.421875,0.787735,0,56,41.32422
2023-01-07 15:50:31,963.5625,0.421875,0.7875595,0,52,41.32422
2023-01-07 15:50:30,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:29,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:28,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:27,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:26,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:25,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:24,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:23,0.2304688,0.015625,0.5048981,0,0,41.29297
2023-01-07 15:50:22,1161.9805,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:21,1161.9688,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:20,1161.875,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:19,1161.8516,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:18,1162.2266,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:17,1128.9922,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:16,1128.9805,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:15,1128.9688,0.421875,0.7876587,0,56,41.24609
2023-01-07 15:50:14,969.668,0.421875,0.7874832,0,56,41.24609
2023-01-07 15:50:13,0.2304688,0.015625,0.5047073,0,0,39.66016
